record_id,process_type,material,pulse_width_ps,frequency_kHz,laser_power_W,scan_speed_mm_s,passes,focus_offset_um,fill_pattern,hatch_spacing_um,layer_step_um,path_overlap_um,material_thickness_um,cut_length_mm,power_W,depth_um,Sa_um,Sq_um,Sz_um,removal_rate_um3_s,cut_through,kerf_top_width_um,kerf_bottom_width_um,kerf_taper_deg,cut_edge_Sa_um,HAZ_width_um,chipping_um,objective_mode,source_file,valid_flag,note,target_depth_um,log_pulse_width,log_frequency,log_hatch_spacing,log_passes,log_scan_speed,D_proxy,pulse_density_proxy,pulse_energy_uJ,areal_energy_proxy,line_energy_proxy,pulse_spacing_um,layer_count_proxy,pulse_energy_proxy,energy_density_proxy
AlSiC.csv:63,milling,AlSiC,1.0,20,,125.0,2,,none,8.0,,,,,,7.993,1.924,2.422,18.707,,,,,,,,,,AlSiC.csv,True,,,0.0,2.995732273553991,2.0794415416798357,0.6931471805599453,4.8283137373023015,0.04,0.04,,,,6.25,,,
AlSiC.csv:64,milling,AlSiC,1.0,20,,200.0,2,,none,8.0,,,,,,8.138,1.957,2.441,15.898,,,,,,,,,,AlSiC.csv,True,,,0.0,2.995732273553991,2.0794415416798357,0.6931471805599453,5.298317366548036,0.025,0.025,,,,10.0,,,
AlSiC.csv:65,milling,AlSiC,1.0,40,,125.0,1,,none,2.0,,,,,,-2.711,1.966,2.653,15.707,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,0.6931471805599453,0.0,4.8283137373023015,0.16,0.16,,,,3.125,,,
AlSiC.csv:66,milling,AlSiC,1.0,40,,125.0,3,,none,2.0,,,,,,-20.61,1.633,2.103,13.862,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,0.6931471805599453,1.0986122886681098,4.8283137373023015,0.48,0.48,,,,3.125,,,
AlSiC.csv:67,milling,AlSiC,1.0,40,,200.0,5,,none,2.0,,,,,,-13.114,1.303,1.636,10.769,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,0.6931471805599453,1.6094379124341003,5.298317366548036,0.5,0.5,,,,5.0,,,
AlSiC.csv:68,milling,AlSiC,1.0,40,,150.0,1,,none,4.0,,,,,,23.114,2.709,3.409,24.088,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,1.3862943611198906,0.0,5.0106352940962555,0.06666666666666667,0.06666666666666667,,,,3.75,,,
AlSiC.csv:69,milling,AlSiC,1.0,40,,175.0,4,,none,4.0,,,,,,-2.96,4.274,5.163,25.935,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,1.3862943611198906,1.3862943611198906,5.1647859739235145,0.22857142857142856,0.22857142857142856,,,,4.375,,,
AlSiC.csv:70,milling,AlSiC,1.0,40,,100.0,2,,none,10.0,,,,,,10.045,2.6,3.229,20.833,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,2.302585092994046,0.6931471805599453,4.605170185988092,0.08,0.08,,,,2.5,,,
AlSiC.csv:71,milling,AlSiC,1.0,40,,100.0,5,,none,10.0,,,,,,34.965,2.637,3.217,23.218,,,,,,,,,,AlSiC.csv,True,,,0.0,3.6888794541139363,2.302585092994046,1.6094379124341003,4.605170185988092,0.2,0.2,,,,2.5,,,
AlSiC.csv:72,milling,AlSiC,2.0,2,,125.0,5,,none,2.0,,,,,,7.107,1.556,1.904,10.044,,,,,,,,,,AlSiC.csv,True,,,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,4.8283137373023015,0.04,0.04,,,,62.5,,,
